OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH,LAUNCH_YEAR,SITE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,OBJECT_ID,ORBIT_TYPE
STARLINK-36917,68059.0,US,2026-03-02,2026.0,AFETR,93.58,53.16,450.0,449.0,,2026-041V,LEO
STARLINK-36915,68061.0,US,2026-03-02,2026.0,AFETR,93.58,53.16,450.0,449.0,,2026-041X,LEO
STARLINK-36899,68058.0,US,2026-03-02,2026.0,AFETR,92.94,53.16,419.0,418.0,,2026-041U,LEO
STARLINK-36930,68018.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040D,LEO
STARLINK-36884,68026.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040M,LEO
STARLINK-36253,68028.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040P,LEO
STARLINK-36947,68033.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040V,LEO
STARLINK-36335,68015.0,US,2026-03-01,2026.0,AFWTR,93.9,97.29,467.0,464.0,,2026-040A,LEO
STARLINK-36568,68017.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040C,LEO
STARLINK-36921,68019.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,466.0,465.0,,2026-040E,LEO
STARLINK-36858,68021.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040G,LEO
STARLINK-36891,68024.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,465.0,462.0,,2026-040K,LEO
STARLINK-36942,68030.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,466.0,461.0,,2026-040R,LEO
STARLINK-36939,68034.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,464.0,462.0,,2026-040W,LEO
STARLINK-36943,68035.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040X,LEO
STARLINK-36906,68036.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,465.0,461.0,,2026-040Y,LEO
STARLINK-36388,68037.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,465.0,461.0,,2026-040Z,LEO
STARLINK-36895,68038.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,466.0,465.0,,2026-040AA,LEO
STARLINK-36373,68039.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040AB,LEO
STARLINK-36916,68022.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040H,LEO
STARLINK-36378,68025.0,US,2026-03-01,2026.0,AFWTR,93.85,97.28,464.0,462.0,,2026-040L,LEO
STARLINK-36944,68029.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,465.0,,2026-040Q,LEO
STARLINK-36913,68031.0,US,2026-03-01,2026.0,AFWTR,93.86,97.29,464.0,462.0,,2026-040S,LEO
STARLINK-36928,68020.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040F,LEO
STARLINK-36871,68023.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040J,LEO
STARLINK-36935,68032.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040T,LEO
STARLINK-36923,68016.0,US,2026-03-01,2026.0,AFWTR,93.85,97.29,464.0,462.0,,2026-040B,LEO
STARLINK-36940,68027.0,US,2026-03-01,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-040N,LEO
STARLINK-36535,67986.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039A,LEO
STARLINK-36994,67997.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039M,LEO
STARLINK-36926,67999.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039P,LEO
STARLINK-36931,68000.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039Q,LEO
STARLINK-36953,68010.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039AA,LEO
STARLINK-36936,68012.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039AC,LEO
STARLINK-36734,67988.0,US,2026-02-27,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-039C,LEO
STARLINK-36957,67989.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039D,LEO
STARLINK-36951,67990.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039E,LEO
STARLINK-36993,67994.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039J,LEO
STARLINK-36988,67998.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039N,LEO
STARLINK-36898,68002.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039S,LEO
STARLINK-36862,68003.0,US,2026-02-27,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-039T,LEO
STARLINK-36888,68004.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039U,LEO
STARLINK-36889,68006.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039W,LEO
STARLINK-36592,68007.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,483.0,483.0,,2026-039X,LEO
STARLINK-36911,68008.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,483.0,483.0,,2026-039Y,LEO
STARLINK-36991,68011.0,US,2026-02-27,2026.0,AFETR,94.26,43.0,483.0,482.0,,2026-039AB,LEO
STARLINK-36985,68014.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,485.0,482.0,,2026-039AE,LEO
STARLINK-36910,68005.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039V,LEO
STARLINK-36956,68009.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039Z,LEO
STARLINK-36903,68001.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039R,LEO
STARLINK-36941,67991.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039F,LEO
STARLINK-36967,68013.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039AD,LEO
STARLINK-36744,67987.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039B,LEO
STARLINK-36950,67992.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,485.0,482.0,,2026-039G,LEO
STARLINK-36975,67993.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039H,LEO
STARLINK-36968,67995.0,US,2026-02-27,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-039K,LEO
STARLINK-36979,67996.0,US,2026-02-27,2026.0,AFETR,94.27,42.99,483.0,483.0,,2026-039L,LEO
STARLINK-36319,67970.0,US,2026-02-25,2026.0,AFWTR,93.9,97.29,467.0,464.0,,2026-038K,LEO
STARLINK-36710,67971.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-038L,LEO
STARLINK-36894,67972.0,US,2026-02-25,2026.0,AFWTR,93.9,97.29,467.0,464.0,,2026-038M,LEO
STARLINK-36901,67974.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,466.0,465.0,,2026-038P,LEO
STARLINK-36883,67975.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038Q,LEO
STARLINK-36880,67976.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038R,LEO
STARLINK-36904,67977.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,466.0,465.0,,2026-038S,LEO
STARLINK-36364,67978.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038T,LEO
STARLINK-36359,67979.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-038U,LEO
STARLINK-36882,67980.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038V,LEO
STARLINK-36874,67981.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-038W,LEO
STARLINK-36879,67982.0,US,2026-02-25,2026.0,AFWTR,93.9,97.29,467.0,464.0,,2026-038X,LEO
STARLINK-36867,67983.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038Y,LEO
STARLINK-36912,67961.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038A,LEO
STARLINK-36357,67963.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038C,LEO
STARLINK-36349,67964.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-038D,LEO
STARLINK-36806,67965.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038E,LEO
STARLINK-36820,67966.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,465.0,,2026-038F,LEO
STARLINK-36819,67967.0,US,2026-02-25,2026.0,AFWTR,93.85,97.28,464.0,462.0,,2026-038G,LEO
STARLINK-36812,67968.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038H,LEO
STARLINK-36709,67969.0,US,2026-02-25,2026.0,AFWTR,93.91,97.28,468.0,463.0,,2026-038J,LEO
STARLINK-36900,67973.0,US,2026-02-25,2026.0,AFWTR,93.85,97.28,464.0,462.0,,2026-038N,LEO
STARLINK-36802,67985.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038AA,LEO
STARLINK-36881,67962.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-038B,LEO
STARLINK-36266,67984.0,US,2026-02-25,2026.0,AFWTR,93.91,97.29,467.0,465.0,,2026-038Z,LEO
STARLINK-36907,67940.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037J,LEO
STARLINK-36860,67935.0,US,2026-02-24,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-037D,LEO
STARLINK-36848,67936.0,US,2026-02-24,2026.0,AFETR,94.22,43.0,482.0,479.0,,2026-037E,LEO
STARLINK-36927,67941.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037K,LEO
STARLINK-36887,67950.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037U,LEO
STARLINK-36852,67933.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-037B,LEO
STARLINK-36861,67934.0,US,2026-02-24,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-037C,LEO
STARLINK-36370,67937.0,US,2026-02-24,2026.0,AFETR,94.22,43.0,482.0,479.0,,2026-037F,LEO
STARLINK-36246,67939.0,US,2026-02-24,2026.0,AFETR,94.27,43.01,485.0,481.0,,2026-037H,LEO
STARLINK-36914,67942.0,US,2026-02-24,2026.0,AFETR,94.26,43.01,485.0,481.0,,2026-037L,LEO
STARLINK-36851,67943.0,US,2026-02-24,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-037M,LEO
STARLINK-36908,67945.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037P,LEO
STARLINK-36909,67946.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037Q,LEO
STARLINK-36873,67948.0,US,2026-02-24,2026.0,AFETR,94.21,43.01,482.0,479.0,,2026-037S,LEO
STARLINK-36863,67949.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037T,LEO
STARLINK-36897,67951.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037V,LEO
STARLINK-36381,67952.0,US,2026-02-24,2026.0,AFETR,94.26,43.0,485.0,481.0,,2026-037W,LEO
STARLINK-36869,67954.0,US,2026-02-24,2026.0,AFETR,94.22,43.0,482.0,479.0,,2026-037Y,LEO
STARLINK-36872,67955.0,US,2026-02-24,2026.0,AFETR,94.26,43.0,484.0,482.0,,2026-037Z,LEO
STARLINK-36918,67956.0,US,2026-02-24,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-037AA,LEO
STARLINK-36829,67957.0,US,2026-02-24,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-037AB,LEO
STARLINK-36799,67958.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-037AC,LEO
STARLINK-36834,67959.0,US,2026-02-24,2026.0,AFETR,94.21,43.0,482.0,479.0,,2026-037AD,LEO
STARLINK-36841,67960.0,US,2026-02-24,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-037AE,LEO
STARLINK-36301,67932.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037A,LEO
STARLINK-36920,67947.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037R,LEO
STARLINK-36892,67944.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037N,LEO
STARLINK-36371,67938.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037G,LEO
STARLINK-36824,67953.0,US,2026-02-24,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-037X,LEO
STARLINK-36847,67910.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036G,LEO
STARLINK-36406,67923.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036V,LEO
STARLINK-36827,67908.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036E,LEO
STARLINK-36676,67912.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036J,LEO
STARLINK-36383,67922.0,US,2026-02-22,2026.0,AFETR,88.5,42.99,204.0,197.0,,2026-036U,LEO
STARLINK-36814,67904.0,US,2026-02-22,2026.0,AFETR,94.21,43.01,482.0,479.0,,2026-036A,LEO
STARLINK-36729,67905.0,US,2026-02-22,2026.0,AFETR,94.27,43.01,485.0,481.0,,2026-036B,LEO
STARLINK-36742,67907.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036D,LEO
STARLINK-36822,67909.0,US,2026-02-22,2026.0,AFETR,94.27,43.01,483.0,482.0,,2026-036F,LEO
STARLINK-36736,67911.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036H,LEO
STARLINK-36690,67913.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036K,LEO
STARLINK-36724,67914.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-036L,LEO
STARLINK-36723,67915.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,483.0,,2026-036M,LEO
STARLINK-36721,67916.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036N,LEO
STARLINK-36722,67917.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036P,LEO
STARLINK-36341,67918.0,US,2026-02-22,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-036Q,LEO
STARLINK-36663,67919.0,US,2026-02-22,2026.0,AFETR,94.22,43.0,482.0,479.0,,2026-036R,LEO
STARLINK-36405,67921.0,US,2026-02-22,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-036T,LEO
STARLINK-36714,67924.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036W,LEO
STARLINK-36726,67925.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-036X,LEO
STARLINK-36758,67926.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-036Y,LEO
STARLINK-36728,67927.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036Z,LEO
STARLINK-36809,67929.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036AB,LEO
STARLINK-36781,67931.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-036AD,LEO
STARLINK-36763,67906.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036C,LEO
STARLINK-36771,67928.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036AA,LEO
STARLINK-36375,67920.0,US,2026-02-22,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-036S,LEO
STARLINK-36865,67930.0,US,2026-02-22,2026.0,AFETR,94.26,43.0,484.0,482.0,,2026-036AC,LEO
STARLINK-36801,67888.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035K,LEO
STARLINK-36810,67898.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035V,LEO
STARLINK-36818,67879.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035A,LEO
STARLINK-36808,67881.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035C,LEO
STARLINK-36363,67890.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,466.0,465.0,,2026-035M,LEO
STARLINK-36870,67897.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,466.0,465.0,,2026-035U,LEO
STARLINK-36821,67880.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,468.0,463.0,,2026-035B,LEO
STARLINK-36817,67882.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035D,LEO
STARLINK-36856,67883.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035E,LEO
STARLINK-36842,67884.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035F,LEO
STARLINK-36826,67885.0,US,2026-02-21,2026.0,AFWTR,93.85,97.29,465.0,461.0,,2026-035G,LEO
STARLINK-36390,67886.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035H,LEO
STARLINK-36368,67887.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035J,LEO
STARLINK-36372,67889.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035L,LEO
STARLINK-36813,67892.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035P,LEO
STARLINK-36803,67893.0,US,2026-02-21,2026.0,AFWTR,93.85,97.28,465.0,461.0,,2026-035Q,LEO
STARLINK-36846,67894.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035R,LEO
STARLINK-36866,67895.0,US,2026-02-21,2026.0,AFWTR,93.9,97.28,466.0,465.0,,2026-035S,LEO
STARLINK-36877,67896.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035T,LEO
STARLINK-36878,67899.0,US,2026-02-21,2026.0,AFWTR,93.86,97.28,464.0,462.0,,2026-035W,LEO
STARLINK-36361,67900.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035X,LEO
STARLINK-36336,67901.0,US,2026-02-21,2026.0,AFWTR,93.81,97.28,462.0,459.0,,2026-035Y,LEO
STARLINK-36876,67902.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035Z,LEO
STARLINK-36257,67903.0,US,2026-02-21,2026.0,AFWTR,93.91,97.28,467.0,464.0,,2026-035AA,LEO
STARLINK-36816,67891.0,US,2026-02-21,2026.0,AFWTR,93.91,97.29,467.0,464.0,,2026-035N,LEO
STARLINK-36840,67850.0,US,2026-02-20,2026.0,AFETR,94.05,53.16,473.0,472.0,,2026-034A,LEO
STARLINK-36348,67851.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,474.0,,2026-034B,LEO
STARLINK-36276,67852.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034C,LEO
STARLINK-36608,67854.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,474.0,,2026-034E,LEO
STARLINK-36843,67856.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,474.0,,2026-034G,LEO
STARLINK-35873,67860.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,474.0,,2026-034L,LEO
STARLINK-36325,67861.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034M,LEO
STARLINK-36835,67863.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034P,LEO
STARLINK-36831,67864.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,477.0,474.0,,2026-034Q,LEO
STARLINK-36738,67865.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,475.0,,2026-034R,LEO
STARLINK-36780,67866.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034S,LEO
STARLINK-36786,67872.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034Y,LEO
STARLINK-36727,67875.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,475.0,,2026-034AB,LEO
STARLINK-36743,67876.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034AC,LEO
STARLINK-36784,67877.0,US,2026-02-20,2026.0,AFETR,94.16,53.16,479.0,477.0,,2026-034AD,LEO
STARLINK-36689,67878.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034AE,LEO
STARLINK-36769,67871.0,US,2026-02-20,2026.0,AFETR,94.1,53.16,476.0,474.0,,2026-034X,LEO
STARLINK-36730,67874.0,US,2026-02-20,2026.0,AFETR,94.05,53.16,474.0,471.0,,2026-034AA,LEO
STARLINK-36785,67853.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034D,LEO
STARLINK-36838,67855.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034F,LEO
STARLINK-36828,67857.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034H,LEO
STARLINK-36837,67858.0,US,2026-02-20,2026.0,AFETR,94.05,53.16,473.0,472.0,,2026-034J,LEO
STARLINK-36393,67859.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,475.0,,2026-034K,LEO
STARLINK-36332,67862.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034N,LEO
STARLINK-36761,67867.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034T,LEO
STARLINK-36762,67868.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034U,LEO
STARLINK-36770,67870.0,US,2026-02-20,2026.0,AFETR,94.11,53.16,476.0,474.0,,2026-034W,LEO
STARLINK-36783,67873.0,US,2026-02-20,2026.0,AFETR,94.05,53.16,473.0,472.0,,2026-034Z,LEO
STARLINK-36779,67869.0,US,2026-02-20,2026.0,AFETR,94.05,53.16,473.0,472.0,,2026-034V,LEO
STARLINK-36657,67835.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033Q,LEO
STARLINK-36655,67834.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033P,LEO
STARLINK-36589,67843.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033Y,LEO
STARLINK-36644,67821.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,486.0,480.0,,2026-033A,LEO
STARLINK-36643,67822.0,US,2026-02-16,2026.0,AFETR,94.27,43.01,485.0,481.0,,2026-033B,LEO
STARLINK-36646,67823.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,483.0,,2026-033C,LEO
STARLINK-36648,67825.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033E,LEO
STARLINK-36289,67827.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,483.0,483.0,,2026-033G,LEO
STARLINK-36670,67828.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033H,LEO
STARLINK-36144,67829.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,485.0,481.0,,2026-033J,LEO
STARLINK-36611,67830.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033K,LEO
STARLINK-36661,67831.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,486.0,481.0,,2026-033L,LEO
STARLINK-36662,67832.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033M,LEO
STARLINK-36659,67833.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033N,LEO
STARLINK-36650,67836.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033R,LEO
STARLINK-36649,67837.0,US,2026-02-16,2026.0,AFETR,94.27,43.01,485.0,481.0,,2026-033S,LEO
STARLINK-36654,67838.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,483.0,483.0,,2026-033T,LEO
STARLINK-36652,67839.0,US,2026-02-16,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-033U,LEO
STARLINK-36656,67841.0,US,2026-02-16,2026.0,AFETR,94.21,43.0,482.0,480.0,,2026-033W,LEO
STARLINK-36598,67844.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,485.0,482.0,,2026-033Z,LEO
STARLINK-36606,67845.0,US,2026-02-16,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-033AA,LEO
STARLINK-36658,67846.0,US,2026-02-16,2026.0,AFETR,94.27,43.01,484.0,482.0,,2026-033AB,LEO
STARLINK-36618,67847.0,US,2026-02-16,2026.0,AFETR,93.43,43.0,444.0,441.0,,2026-033AC,LEO
STARLINK-36660,67848.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,483.0,,2026-033AD,LEO
STARLINK-36647,67824.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033D,LEO
STARLINK-35865,67826.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033F,LEO
STARLINK-36651,67840.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033V,LEO
STARLINK-36653,67842.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033X,LEO
STARLINK-36602,67849.0,US,2026-02-16,2026.0,AFETR,94.27,43.0,484.0,482.0,,2026-033AE,LEO
STARLINK-36798,67798.0,US,2026-02-15,2026.0,AFWTR,92.95,97.29,420.0,418.0,,2026-032B,LEO
STARLINK-36804,67799.0,US,2026-02-15,2026.0,AFWTR,93.33,97.29,439.0,437.0,,2026-032C,LEO
STARLINK-36354,67800.0,US,2026-02-15,2026.0,AFWTR,93.47,97.29,446.0,443.0,,2026-032D,LEO
STARLINK-36773,67801.0,US,2026-02-15,2026.0,AFWTR,93.34,97.29,439.0,437.0,,2026-032E,LEO
STARLINK-36739,67802.0,US,2026-02-15,2026.0,AFWTR,93.38,97.29,442.0,439.0,,2026-032F,LEO
STARLINK-36768,67803.0,US,2026-02-15,2026.0,AFWTR,93.47,97.29,446.0,443.0,,2026-032G,LEO
STARLINK-36792,67804.0,US,2026-02-15,2026.0,AFWTR,93.26,97.29,435.0,433.0,,2026-032H,LEO
