OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH,LAUNCH_YEAR,SITE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,OBJECT_ID,ORBIT_TYPE
NAVSTAR 86 (USA 585),68791.0,US,2026-04-21,2026.0,AFETR,357.07,55.0,20201.0,387.0,,2026-087A,MEO
AST BLUEBIRD 7,68765.0,US,2026-04-19,2026.0,AFETR,92.05,42.96,485.0,265.0,,2026-085A,LEO
DAQI-2,68760.0,PRC,2026-04-17,2026.0,JSC,98.79,98.29,701.0,701.0,,2026-084A,LEO
CYGNUS NG-24,68689.0,US,2026-04-11,2026.0,AFWTR,92.97,51.63,425.0,415.0,,2026-079A,LEO
STARLINK-37195,68662.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-077A,LEO
STARLINK-37222,68663.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-077B,LEO
STARLINK-37153,68664.0,US,2026-04-11,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-077C,LEO
STARLINK-37171,68665.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-077D,LEO
STARLINK-37109,68666.0,US,2026-04-11,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-077E,LEO
STARLINK-36295,68667.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,346.0,342.0,,2026-077F,LEO
STARLINK-37221,68668.0,US,2026-04-11,2026.0,AFWTR,91.34,97.28,341.0,340.0,,2026-077G,LEO
STARLINK-37302,68669.0,US,2026-04-11,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-077H,LEO
STARLINK-37298,68670.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-077J,LEO
STARLINK-37224,68671.0,US,2026-04-11,2026.0,AFWTR,91.38,97.28,343.0,341.0,,2026-077K,LEO
STARLINK-37296,68672.0,US,2026-04-11,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-077L,LEO
STARLINK-37316,68673.0,US,2026-04-11,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-077M,LEO
STARLINK-36672,68674.0,US,2026-04-11,2026.0,AFWTR,91.4,97.28,345.0,342.0,,2026-077N,LEO
STARLINK-36669,68675.0,US,2026-04-11,2026.0,AFWTR,91.4,97.28,344.0,343.0,,2026-077P,LEO
STARLINK-37312,68676.0,US,2026-04-11,2026.0,AFWTR,91.36,97.28,343.0,340.0,,2026-077Q,LEO
STARLINK-36168,68677.0,US,2026-04-11,2026.0,AFWTR,91.37,97.28,342.0,341.0,,2026-077R,LEO
STARLINK-37122,68678.0,US,2026-04-11,2026.0,AFWTR,91.38,97.28,345.0,339.0,,2026-077S,LEO
STARLINK-37310,68679.0,US,2026-04-11,2026.0,AFWTR,91.3,97.28,339.0,338.0,,2026-077T,LEO
STARLINK-37306,68680.0,US,2026-04-11,2026.0,AFWTR,91.26,97.28,337.0,336.0,,2026-077U,LEO
STARLINK-37307,68681.0,US,2026-04-11,2026.0,AFWTR,91.35,97.28,341.0,340.0,,2026-077V,LEO
STARLINK-37300,68682.0,US,2026-04-11,2026.0,AFWTR,91.19,97.28,335.0,331.0,,2026-077W,LEO
STARLINK-37304,68683.0,US,2026-04-11,2026.0,AFWTR,91.28,97.28,338.0,336.0,,2026-077X,LEO
STARLINK-37287,68684.0,US,2026-04-11,2026.0,AFWTR,91.32,97.28,340.0,338.0,,2026-077Y,LEO
STARLINK-36278,68685.0,US,2026-04-11,2026.0,AFWTR,91.3,97.28,340.0,337.0,,2026-077Z,LEO
STARLINK-37213,68686.0,US,2026-04-11,2026.0,AFWTR,91.31,97.28,340.0,337.0,,2026-077AA,LEO
HULIANWANG DIGUI-164,68656.0,PRC,2026-04-08,2026.0,TSC,104.6,86.5,976.0,975.0,,2026-076A,LEO
HULIANWANG DIGUI-165,68657.0,PRC,2026-04-08,2026.0,TSC,104.57,86.5,976.0,972.0,,2026-076B,LEO
HULIANWANG DIGUI-166,68658.0,PRC,2026-04-08,2026.0,TSC,104.59,86.49,978.0,972.0,,2026-076C,LEO
HULIANWANG DIGUI-167,68659.0,PRC,2026-04-08,2026.0,TSC,104.58,86.5,976.0,974.0,,2026-076D,LEO
HULIANWANG DIGUI-168,68660.0,PRC,2026-04-08,2026.0,TSC,104.56,86.5,975.0,973.0,,2026-076E,LEO
MISR-C-1,68628.0,US,2026-04-07,2026.0,AFWTR,94.53,60.02,507.0,485.0,,2026-074B,LEO
STPSAT-7,68630.0,US,2026-04-07,2026.0,AFWTR,94.48,60.02,506.0,482.0,,2026-074D,LEO
MISR-C-2,68633.0,US,2026-04-07,2026.0,AFWTR,94.42,60.02,504.0,477.0,,2026-074G,LEO
QIANFAN-117,68644.0,PRC,2026-04-07,2026.0,WSC,101.39,88.99,836.0,813.0,,2026-075J,LEO
QIANFAN-118,68645.0,PRC,2026-04-07,2026.0,WSC,101.31,88.99,831.0,810.0,,2026-075K,LEO
QIANFAN-123,68650.0,PRC,2026-04-07,2026.0,WSC,101.39,88.99,836.0,814.0,,2026-075Q,LEO
RAWHIDE-1,68629.0,US,2026-04-07,2026.0,AFWTR,94.5,60.02,507.0,481.0,,2026-074C,LEO
RAWHIDE-2,68632.0,US,2026-04-07,2026.0,AFWTR,94.45,60.03,504.0,479.0,,2026-074F,LEO
AGGIESAT6,68634.0,US,2026-04-07,2026.0,AFWTR,94.4,60.02,503.0,476.0,,2026-074H,LEO
QIANFAN-110,68637.0,PRC,2026-04-07,2026.0,WSC,101.58,88.99,844.0,822.0,,2026-075B,LEO
QIANFAN-111,68638.0,PRC,2026-04-07,2026.0,WSC,101.46,88.99,839.0,817.0,,2026-075C,LEO
QIANFAN-112,68639.0,PRC,2026-04-07,2026.0,WSC,101.45,88.99,839.0,816.0,,2026-075D,LEO
QIANFAN-113,68640.0,PRC,2026-04-07,2026.0,WSC,101.45,88.99,838.0,816.0,,2026-075E,LEO
QIANFAN-115,68642.0,PRC,2026-04-07,2026.0,WSC,101.38,88.99,835.0,813.0,,2026-075G,LEO
QIANFAN-114,68641.0,PRC,2026-04-07,2026.0,WSC,101.38,88.99,835.0,812.0,,2026-075F,LEO
QIANFAN-116,68643.0,PRC,2026-04-07,2026.0,WSC,101.36,88.99,834.0,812.0,,2026-075H,LEO
QIANFAN-125,68652.0,PRC,2026-04-07,2026.0,WSC,101.17,88.99,825.0,803.0,,2026-075S,LEO
QIANFAN-127,68654.0,PRC,2026-04-07,2026.0,WSC,100.0,88.99,811.0,706.0,,2026-075U,LEO
QIANFAN-109,68636.0,PRC,2026-04-07,2026.0,WSC,101.48,88.99,839.0,818.0,,2026-075A,LEO
QIANFAN-119,68646.0,PRC,2026-04-07,2026.0,WSC,101.21,88.99,827.0,805.0,,2026-075L,LEO
QIANFAN-120,68647.0,PRC,2026-04-07,2026.0,WSC,101.25,88.99,829.0,807.0,,2026-075M,LEO
QIANFAN-121,68648.0,PRC,2026-04-07,2026.0,WSC,101.24,88.99,828.0,807.0,,2026-075N,LEO
QIANFAN-122,68649.0,PRC,2026-04-07,2026.0,WSC,101.2,88.99,826.0,805.0,,2026-075P,LEO
QIANFAN-124,68651.0,PRC,2026-04-07,2026.0,WSC,101.21,88.99,827.0,805.0,,2026-075R,LEO
QIANFAN-126,68653.0,PRC,2026-04-07,2026.0,WSC,101.06,88.99,819.0,798.0,,2026-075T,LEO
STARLINK-37189,68603.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073B,LEO
STARLINK-37253,68606.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073E,LEO
STARLINK-37246,68607.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073F,LEO
STARLINK-37250,68609.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073H,LEO
STARLINK-37131,68605.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073D,LEO
STARLINK-37243,68608.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073G,LEO
STARLINK-37105,68610.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073J,LEO
STARLINK-37177,68611.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073K,LEO
STARLINK-37179,68618.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073S,LEO
STARLINK-37211,68620.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073U,LEO
STARLINK-37252,68622.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073W,LEO
STARLINK-37135,68602.0,US,2026-04-05,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-073A,LEO
STARLINK-37176,68615.0,US,2026-04-05,2026.0,AFWTR,91.08,97.28,328.0,327.0,,2026-073P,LEO
STARLINK-37269,68621.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073V,LEO
STARLINK-37231,68624.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073Y,LEO
STARLINK-37249,68625.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,328.0,,2026-073Z,LEO
STARLINK-37285,68626.0,US,2026-04-05,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-073AA,LEO
STARLINK-37130,68604.0,US,2026-04-05,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-073C,LEO
STARLINK-36386,68612.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,326.0,,2026-073L,LEO
STARLINK-36187,68613.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-073M,LEO
STARLINK-37170,68614.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,329.0,326.0,,2026-073N,LEO
STARLINK-37152,68616.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073Q,LEO
STARLINK-37186,68617.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,328.0,327.0,,2026-073R,LEO
STARLINK-37226,68619.0,US,2026-04-05,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-073T,LEO
STARLINK-37284,68623.0,US,2026-04-05,2026.0,AFWTR,91.09,97.28,328.0,328.0,,2026-073X,LEO
KUIPER-00131,68573.0,US,2026-04-04,2026.0,AFETR,94.13,51.88,481.0,472.0,,2026-072A,LEO
KUIPER-00189,68574.0,US,2026-04-04,2026.0,AFETR,95.07,51.89,523.0,521.0,,2026-072B,LEO
KUIPER-00229,68578.0,US,2026-04-04,2026.0,AFETR,94.12,51.88,481.0,471.0,,2026-072F,LEO
KUIPER-00294,68594.0,US,2026-04-04,2026.0,AFETR,93.72,51.87,463.0,450.0,,2026-072X,LEO
KUIPER-00192,68575.0,US,2026-04-04,2026.0,AFETR,93.64,51.88,456.0,449.0,,2026-072C,LEO
KUIPER-00193,68576.0,US,2026-04-04,2026.0,AFETR,93.64,51.88,455.0,450.0,,2026-072D,LEO
KUIPER-00234,68581.0,US,2026-04-04,2026.0,AFETR,93.6,51.88,452.0,449.0,,2026-072J,LEO
KUIPER-00236,68582.0,US,2026-04-04,2026.0,AFETR,93.61,51.88,453.0,449.0,,2026-072K,LEO
KUIPER-00263,68586.0,US,2026-04-04,2026.0,AFETR,93.59,51.88,452.0,449.0,,2026-072P,LEO
KUIPER-00272,68588.0,US,2026-04-04,2026.0,AFETR,93.66,51.87,457.0,450.0,,2026-072R,LEO
KUIPER-00286,68590.0,US,2026-04-04,2026.0,AFETR,93.64,51.87,455.0,450.0,,2026-072T,LEO
KUIPER-00289,68591.0,US,2026-04-04,2026.0,AFETR,93.74,51.87,465.0,450.0,,2026-072U,LEO
KUIPER-00296,68595.0,US,2026-04-04,2026.0,AFETR,93.7,51.87,461.0,450.0,,2026-072Y,LEO
KUIPER-00301,68598.0,US,2026-04-04,2026.0,AFETR,93.71,51.87,462.0,450.0,,2026-072AB,LEO
KUIPER-00320,68601.0,US,2026-04-04,2026.0,AFETR,93.75,51.86,465.0,450.0,,2026-072AE,LEO
KUIPER-00230,68579.0,US,2026-04-04,2026.0,AFETR,93.6,51.88,452.0,449.0,,2026-072G,LEO
KUIPER-00231,68580.0,US,2026-04-04,2026.0,AFETR,93.62,51.88,453.0,450.0,,2026-072H,LEO
KUIPER-00244,68583.0,US,2026-04-04,2026.0,AFETR,93.62,51.88,454.0,449.0,,2026-072L,LEO
KUIPER-00269,68587.0,US,2026-04-04,2026.0,AFETR,93.65,51.88,456.0,450.0,,2026-072Q,LEO
KUIPER-00285,68589.0,US,2026-04-04,2026.0,AFETR,93.66,51.87,458.0,449.0,,2026-072S,LEO
KUIPER-00290,68592.0,US,2026-04-04,2026.0,AFETR,93.74,51.87,465.0,450.0,,2026-072V,LEO
KUIPER-00300,68597.0,US,2026-04-04,2026.0,AFETR,93.69,51.87,460.0,450.0,,2026-072AA,LEO
KUIPER-00194,68577.0,US,2026-04-04,2026.0,AFETR,93.63,51.88,454.0,450.0,,2026-072E,LEO
KUIPER-00293,68593.0,US,2026-04-04,2026.0,AFETR,93.77,51.86,467.0,451.0,,2026-072W,LEO
KUIPER-00253,68584.0,US,2026-04-04,2026.0,AFETR,93.66,51.87,457.0,450.0,,2026-072M,LEO
KUIPER-00297,68596.0,US,2026-04-04,2026.0,AFETR,93.74,51.86,464.0,451.0,,2026-072Z,LEO
KUIPER-00304,68599.0,US,2026-04-04,2026.0,AFETR,93.72,51.87,463.0,450.0,,2026-072AC,LEO
KUIPER-00254,68585.0,US,2026-04-04,2026.0,AFETR,93.69,51.87,460.0,450.0,,2026-072N,LEO
KUIPER-00317,68600.0,US,2026-04-04,2026.0,AFETR,93.7,51.87,461.0,450.0,,2026-072AD,LEO
STARLINK-37245,68547.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070F,LEO
STARLINK-37145,68548.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070G,LEO
STARLINK-36204,68549.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070H,LEO
STARLINK-37295,68552.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070L,LEO
STARLINK-37144,68556.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070Q,LEO
STARLINK-37161,68565.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070Z,LEO
STARLINK-37326,68542.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,329.0,327.0,,2026-070A,LEO
STARLINK-36308,68543.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,328.0,,2026-070B,LEO
STARLINK-37263,68544.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,329.0,326.0,,2026-070C,LEO
STARLINK-37289,68545.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,326.0,,2026-070D,LEO
STARLINK-37290,68546.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-070E,LEO
STARLINK-37255,68554.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070N,LEO
STARLINK-37146,68555.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,329.0,327.0,,2026-070P,LEO
STARLINK-37210,68557.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-070R,LEO
STARLINK-37227,68558.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-070S,LEO
STARLINK-37294,68559.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-070T,LEO
STARLINK-37291,68560.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-070U,LEO
STARLINK-37233,68562.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-070W,LEO
STARLINK-36238,68563.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-070X,LEO
STARLINK-37261,68567.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-070AB,LEO
STARLINK-37254,68553.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,329.0,326.0,,2026-070M,LEO
STARLINK-37283,68568.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,329.0,327.0,,2026-070AC,LEO
STARLINK-37256,68569.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070AD,LEO
STARLINK-37228,68570.0,US,2026-04-02,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-070AE,LEO
STARLINK-37288,68551.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070K,LEO
STARLINK-37114,68561.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070V,LEO
STARLINK-37212,68566.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070AA,LEO
STARLINK-36304,68550.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070J,LEO
STARLINK-37008,68564.0,US,2026-04-02,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-070Y,LEO
ICPS,68655.0,US,2026-04-01,2026.0,AFETR,0.0,0.0,0.0,0.0,,2026-069E,LEO
ARTEMIS 2 (INTEGRITY),68538.0,US,2026-04-01,2026.0,AFETR,0.0,0.0,0.0,0.0,,2026-069A,LEO
XINZHENGCHENG 02,68412.0,PRC,2026-03-30,2026.0,JSC,96.75,84.96,622.0,584.0,,2026-066A,LEO
T.MICROSAT-2,68433.0,TWN,2026-03-30,2026.0,AFWTR,94.93,97.45,518.0,513.0,,2026-067T,LEO
ION SCV-019,68435.0,IT,2026-03-30,2026.0,AFWTR,94.88,97.45,514.0,512.0,,2026-067V,LEO
HAWK-14C,68441.0,US,2026-03-30,2026.0,AFWTR,94.88,97.45,513.0,512.0,,2026-067AB,LEO
HAWK-14A,68448.0,US,2026-03-30,2026.0,AFWTR,94.87,97.46,513.0,511.0,,2026-067AJ,LEO
FLYLAB 1,68472.0,FR,2026-03-30,2026.0,AFWTR,96.59,97.76,598.0,593.0,,2026-067BJ,LEO
BLACK KITE-2,68474.0,TWN,2026-03-30,2026.0,AFWTR,96.49,97.75,593.0,588.0,,2026-067BL,LEO
FOSSASAT2E25,68478.0,SPN,2026-03-30,2026.0,AFWTR,96.51,97.76,594.0,589.0,,2026-067BQ,LEO
ICEYE-X71,68494.0,FIN,2026-03-30,2026.0,AFWTR,96.55,97.76,595.0,592.0,,2026-067CG,LEO
ICEYE-X73,68496.0,POR,2026-03-30,2026.0,AFWTR,96.52,97.76,594.0,590.0,,2026-067CJ,LEO
ICEYE-X75,68497.0,POL,2026-03-30,2026.0,AFWTR,96.52,97.76,594.0,590.0,,2026-067CK,LEO
ICEYE-X74,68500.0,US,2026-03-30,2026.0,AFWTR,96.55,97.76,595.0,592.0,,2026-067CN,LEO
ICEYE-X76,68502.0,POL,2026-03-30,2026.0,AFWTR,96.55,97.76,595.0,592.0,,2026-067CQ,LEO
FLYLAB 2,68503.0,FR,2026-03-30,2026.0,AFWTR,96.61,97.75,599.0,594.0,,2026-067CR,LEO
GEMS2-AMETHYST,68505.0,US,2026-03-30,2026.0,AFWTR,96.6,97.76,599.0,593.0,,2026-067CT,LEO
STARLINK-36326,68519.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-068M,LEO
OPTISAT,68418.0,GREC,2026-03-30,2026.0,AFWTR,94.83,97.45,513.0,507.0,,2026-067C,LEO
FEMTO-1,68419.0,BGR,2026-03-30,2026.0,AFWTR,94.83,97.45,513.0,508.0,,2026-067D,LEO
SPOQC,68423.0,NETH,2026-03-30,2026.0,AFWTR,94.84,97.45,513.0,509.0,,2026-067H,LEO
SPACEVAN-002,68424.0,FR,2026-03-30,2026.0,AFWTR,94.87,97.45,513.0,512.0,,2026-067J,LEO
HAWK-14B,68436.0,US,2026-03-30,2026.0,AFWTR,94.88,97.45,514.0,512.0,,2026-067W,LEO
GRAVITAS,68495.0,US,2026-03-30,2026.0,AFWTR,97.02,97.76,617.0,615.0,,2026-067CH,LEO
ICEYE-X72,68504.0,FIN,2026-03-30,2026.0,AFWTR,96.53,97.76,594.0,590.0,,2026-067CS,LEO
STARLINK-37260,68510.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068C,LEO
STARLINK-37280,68511.0,US,2026-03-30,2026.0,AFETR,91.07,53.16,329.0,325.0,,2026-068D,LEO
STARLINK-36250,68513.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-068F,LEO
STARLINK-37251,68514.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068G,LEO
STARLINK-37248,68527.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068V,LEO
STARLINK-37241,68528.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,329.0,326.0,,2026-068W,LEO
GARAI-B,68463.0,SWED,2026-03-30,2026.0,AFWTR,94.91,97.45,515.0,513.0,,2026-067AZ,LEO
STARLINK-37262,68508.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,329.0,326.0,,2026-068A,LEO
STARLINK-36292,68509.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068B,LEO
STARLINK-37286,68512.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,328.0,,2026-068E,LEO
STARLINK-36293,68515.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,328.0,,2026-068H,LEO
STARLINK-36290,68516.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068J,LEO
STARLINK-36298,68517.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068K,LEO
STARLINK-36857,68518.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,328.0,,2026-068L,LEO
STARLINK-37126,68520.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-068N,LEO
STARLINK-36347,68521.0,US,2026-03-30,2026.0,AFETR,91.05,53.16,326.0,326.0,,2026-068P,LEO
STARLINK-36322,68522.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068Q,LEO
STARLINK-37208,68523.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,328.0,327.0,,2026-068R,LEO
STARLINK-36302,68524.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068S,LEO
STARLINK-36311,68525.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068T,LEO
STARLINK-37178,68526.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068U,LEO
STARLINK-37244,68529.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,329.0,327.0,,2026-068X,LEO
STARLINK-36285,68530.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,329.0,327.0,,2026-068Y,LEO
STARLINK-36294,68531.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068Z,LEO
STARLINK-36249,68532.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068AA,LEO
STARLINK-36252,68533.0,US,2026-03-30,2026.0,AFETR,91.08,53.16,329.0,326.0,,2026-068AB,LEO
STARLINK-36299,68534.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068AC,LEO
STARLINK-37234,68535.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,328.0,327.0,,2026-068AD,LEO
STARLINK-37173,68536.0,US,2026-03-30,2026.0,AFETR,91.09,53.16,329.0,327.0,,2026-068AE,LEO
LPNTSAT-002,68409.0,ESA,2026-03-28,2026.0,RLLC,94.83,97.41,520.0,501.0,,2026-065B,LEO
LPNTSAT-001,68408.0,ESA,2026-03-28,2026.0,RLLC,94.84,97.41,522.0,499.0,,2026-065A,LEO
SHIYAN-33,68405.0,PRC,2026-03-27,2026.0,JSC,94.53,97.46,506.0,485.0,,2026-064A,LEO
STARLINK-37157,68394.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063Q,LEO
STARLINK-37128,68385.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,344.0,343.0,,2026-063F,LEO
STARLINK-37223,68387.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-063H,LEO
STARLINK-37184,68393.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-063P,LEO
STARLINK-37194,68397.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-063T,LEO
STARLINK-36235,68400.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-063W,LEO
STARLINK-37216,68391.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063M,LEO
STARLINK-37220,68398.0,US,2026-03-26,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-063U,LEO
STARLINK-37172,68395.0,US,2026-03-26,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-063R,LEO
STARLINK-36296,68380.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063A,LEO
STARLINK-37111,68381.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063B,LEO
STARLINK-36946,68382.0,US,2026-03-26,2026.0,AFWTR,91.09,97.29,328.0,327.0,,2026-063C,LEO
STARLINK-37121,68383.0,US,2026-03-26,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-063D,LEO
STARLINK-37137,68384.0,US,2026-03-26,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-063E,LEO
STARLINK-37198,68386.0,US,2026-03-26,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-063G,LEO
STARLINK-37203,68388.0,US,2026-03-26,2026.0,AFWTR,91.09,97.28,328.0,328.0,,2026-063J,LEO
STARLINK-37197,68389.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063K,LEO
STARLINK-37193,68390.0,US,2026-03-26,2026.0,AFWTR,91.42,97.29,345.0,343.0,,2026-063L,LEO
STARLINK-37215,68392.0,US,2026-03-26,2026.0,AFWTR,91.41,97.28,345.0,343.0,,2026-063N,LEO
STARLINK-37190,68396.0,US,2026-03-26,2026.0,AFWTR,91.09,97.29,329.0,327.0,,2026-063S,LEO
STARLINK-37187,68399.0,US,2026-03-26,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-063V,LEO
STARLINK-37175,68401.0,US,2026-03-26,2026.0,AFWTR,91.41,97.29,345.0,343.0,,2026-063X,LEO
STARLINK-36360,68402.0,US,2026-03-26,2026.0,AFWTR,91.42,97.28,345.0,343.0,,2026-063Y,LEO
STARLINK-37218,68403.0,US,2026-03-26,2026.0,AFWTR,91.09,97.28,329.0,327.0,,2026-063Z,LEO
STARLINK-37188,68404.0,US,2026-03-26,2026.0,AFWTR,91.09,97.29,329.0,327.0,,2026-063AA,LEO
RASSVET-3 1,68360.0,CIS,2026-03-23,2026.0,PKMTR,90.7,82.3,321.0,296.0,,2026-061A,LEO
RASSVET-3 2,68361.0,CIS,2026-03-23,2026.0,PKMTR,90.48,82.3,312.0,284.0,,2026-061B,LEO
